pid	n_ppi	cell_names	n_annotations	specificity
18628297	21	HeLa,Schneider 2,Huh-7	3	2-4
19410544	21	HeLa	1	1
22017875	21	HEK293T,HEK293S,T98G,HeLa	4	2-4
22305495	21	CHP-212,SH-SY5Y	2	2-4
22496890	21	N206	1	1
23754495	21	KCL22-r,KCL-22	2	2-4
24056303	21	Hep-G2,HEK293T,HeLa,HCT 116	4	2-4
24075985	21	HEK293T,Sf9,U2OS,HeLa,MEF (C57BL/6),HeLa S3	6	5-9
24958773	21	HEK293T,HeLa	2	2-4
24981174	21	Sf9,HEK293T,BL-21,HEK293	4	2-4
25263562	21	HEK293T,HEK293-EBNA	2	2-4
25490258	21	MC,hTERT-RPE1 mRuby-APC15	2	2-4
25974097	21	Raji,COS-7,MC-38	3	2-4
25982273	21	SK-BR-3,BT-549,MCF-7,MRC-iPS-4,HEK293,HEK293-FT,MDA-MB-361,MDA-MB-231	8	5-9
26347139	21	HEK293T,BL-21,HeLa,HEK293	4	2-4
26489670	21	BL-21,HeLa,HEK293	3	2-4
26950368	21	MCF-10A,HEK293T,HeLa,MDCK,PC12,MCF-10AT,A-549,MDA-MB-231	8	5-9
27478939	21	HEK293T,U-937,HEK293	3	2-4
18172692	20	HeLa,COS-7,U-373MG ATCC	3	2-4
19725029	20	PC-3,P3X63Ag8U.1	2	2-4
19946338	20	K-562,HEK293T,BL-21,MCF-7,AU565,PC12,HEK293,HEK293-F	8	5-9
20596027	20	HEK293T,U2OS,HeLa,MEF (C57BL/6),hTERT-RPE1	5	5-9
22318606	20	HEK293T,IMR-90,Schneider 1,Hep-G2,HeLa,HCT 116	6	5-9
22466964	20	HEK293T	1	1
22555292	20	CCD-978Sk,CMT-1,BL-21,HaCaT	4	2-4
22863007	20	MDCK.2,HEK293T,ND01277,HeLa,MDCK,hTERT-RPE1	6	5-9
24018270	20	HOM-2,BL-21,Schneider 2	3	2-4
24743594	20	BE26,HEK293T,HeLa	3	2-4
25263594	20	HEK293-F,Sf9,U2OS,HeLa,HeLa S3,A-549,GM00562	7	5-9
25799061	20	HEp-2,H-4,CHO,HeLa,As4.1	5	5-9
28117675	20	HEK293T,BL-21,MDA-MB-453,SMMC-7721,A-549	5	5-9
29045831	20	HEK293T,Caco-2,NIH 3T3,SW480,HCT 116,HEK293	6	5-9
18160415	19	Hep-G2	1	1
21569246	19	HT161,H9c2(2-1)	2	2-4
22032989	19	HeLa	1	1
22467210	19	C127,U2OS,HeLa,HeLa Kyoto,NIH 3T3,HEK293	6	5-9
23085988	19	HEK293T,BL-21,HeLa,HEK293	4	2-4
23723238	19	SW780,HEK293T,HeLa,Schneider 2,Jurkat,HT-29,HEK293	7	5-9
24850914	19	C2C12,U2OS,HeLa,HaCaT,HEK293,H4-II-E	6	5-9
27509861	19	BTI-Tn-5B1-4,BV-2,HeLa	3	2-4
29180510	19	CHO,BL-21,HeLa	3	2-4
15824131	18	293GP,BTI-Tn-5B1-4,HeLa	3	2-4
20231385	18	HeLa,HFF-1,HEK293	3	2-4
20381137	18	HEK293T,MEF (C57BL/6),HEK293-EBNA	3	2-4
21406692	18	HUES 9	1	1
21572988	18	HEK293T	1	1
22540012	18	BL-21,HeLa,As4.1	3	2-4
23007861	18	Sf9,HeLa	2	2-4
23746844	18	U2OS,HeLa,HCT 116	3	2-4
24642916	18	HEK293T,BL-21,LyD9,SH-2 [Human contaminated breast cancer]	4	2-4
25247294	18	HEK293T,HeLa,MEF (C57BL/6),PANC-1,HeLa S3	5	5-9
25306923	18	HEW,Schneider 2	2	2-4
25751139	18	MCF-10A,HEK293-A,HEK293T,HeLa,BOSC-23,MEF (C57BL/6),94A1,MDA-MB-231	8	5-9
26424800	18	HEK293T,COS-7	2	2-4
26582913	18	HEK293T,NZOV1,H9c2(2-1),C2C12,HL-1,HEK293,Rat2	7	5-9
27120157	18	SN,Sf9,EU-5,BL-21,GM00562	5	5-9
27667664	18	K-562,HEK293T,HeLa	3	2-4
28068325	18	T-47D,HMEC-1,HEK293T,T-47,MCF-7	5	5-9
28614300	18	JON,HEK293T,HeLa,MEF (C57BL/6),DU145,COS-7,hTERT-RPE1,A-549	8	5-9
28689657	18	HEK293T,DD2799,HeLa,HCT 116	4	2-4
30385546	18	HEK293T,226H,SW2,MOLM-16,MCF-7/164R-1,WM266-4,116	7	5-9
16415179	17	HeLa,NIH 3T3,HEK293	3	2-4
17986458	17	Ho,HEK293T	2	2-4
19716330	17	HEK293T,HeLa,Schneider 2,HEK293,Huh-7	5	5-9
19995937	17	Sf9,HeLa	2	2-4
20417604	17	BL-6,HeLa,MEF (C57BL/6),Neuro-2a	4	2-4
20676093	17	BL-16,HEK293T,CL-01,HEK293	4	2-4
20953179	17	Sf9,HeLa,HeLa S3,HEK293-F	4	2-4
21119685	17	HEK293T,OP42,NIH 3T3,Ba/F3,HL-60,HeLa	6	5-9
22388891	17	Raji,HL,MM1.S,HeLa,MEF (C57BL/6),U266B1,HEK293	7	5-9
23155421	17	NR-1	1	1
25117710	17	MCF-10A,CLXXVI-3C11-F14,MDA-MB-436,HCC1806,SK-BR-3,MCF-7,MDA-MB-453,MDA-MB-157,ER-1,HEK293-FT,MCF-10AT,MDA-MB-231,T-47D,HCC1937,MDA-MB-468,BT-549,HCT 116	17	10+
25594178	17	A-431,HeLa,NCI-H460,HEK293,MDA-MB-231	5	5-9
26043024	17	OPM-2,GM00291,MRSS-1,HEK293T,U266B1,MM1.S	6	5-9
26787460	17	DD2566,MCF-7	2	2-4
27558965	17	HEK293T,SK-BR-3,MCF-7,MDA-MB-415,MDA-MB-231,T-47D,GM01525,MEF (C57BL/6),HEK293	9	5-9
28191891	17	CLXXVI-3C11-F14,PC-10,HEK293T,HEK293-FT,T-REx-293,HeLa,HCT 116,T-REx-HeLa	8	5-9
29996942	17	HEK293T,4C2.4A7.5H11,LNCaP,EC9706,HeLa,Royan C42	6	5-9
30240640	17	HEK293T,L6,C2C12,MEF (C57BL/6),HEK293	5	5-9
10790433	16	Raji,Jurkat,J45.01,J.CaM1.6	4	2-4
19256485	16	HEK293T,HeLa,HF-1 [Human follicular lymphoma]	3	2-4
19531499	16	AG00991,HEK,A-431,GM00988,HeLa,EGFR-T17,HEK293,HEK293-F	8	5-9
20642453	16	C2031,T-REx-293,3T3-Swiss albino,HEK293	4	2-4
20685960	16	HeLa	1	1
21145460	16	HEK293T,HeLa	2	2-4
21466675	16	MCF-10A,HMN-1,HeLa,MEF (C57BL/6)	4	2-4
21636303	16	A-9,HEK293T,HeLa	3	2-4
21926987	16	hTERT-RPE1,HeLa,hTERT-RPE1 FRT/TR,hTERT-RPE1 mRuby-APC15	4	2-4
22829933	16	HEK293T,SW480,THP-1,HeLa	4	2-4
22956769	16	MRC-5,HEK293T,MRC-5V1,HeLa,MRC-5 CV1,HEK293	6	5-9
23326349	16	HeLa,293-IL-1RI,HEK293	3	2-4
24124579	16	HEK293T,NIH 3T3	2	2-4
24789099	16	THP-1,K-562,U-937,CHO,BL-21,T26J-1/09,CHO-K1	7	5-9
25252691	16	HEK293T,MCF-7,T98,MEC,NIH 3T3,HCC1937,T98G,U2OS,HeLa,MEF (C57BL/6),HeLa S3	11	10+
26474068	16	U2OS,HeLa	2	2-4
27022092	16	BL-21,U2OS,MEF (C57BL/6)	3	2-4
27030811	16	HCT 116	1	1
27067600	16	HEK293T,U2OS,HeLa	3	2-4
27234298	16	UF-1,HEK293T,HeLa,MEF (C57BL/6),Daoy,NIH 3T3	6	5-9
27281218	16	BJ1-hTERT,T-REx-293,HEK293T,HEK293	4	2-4
27810922	16	HxLo,HaCa-4,HEK293-FT,HeLa,HaCaT,HT-29	6	5-9
27910872	16	NCI-H1299,HEK293T,NCI-H358,U2OS,HEK293,A-549	6	5-9
28244869	16	HUVE-12,293-CD40,NCTC clone 929,U2OS,HeLa,HEK293	6	5-9
28546555	16	J26Cw3,K-562,HEK293T,Jurkat	4	2-4
28838205	16	C2066,HeLa,PC-3	3	2-4
29384474	16	SGC-7901,SW620,HEK293T,HeLa,RKO,HCT 116,SW480	7	5-9
20205790	15	COS-7	1	1
20854876	15	Raji,HAL-01,BL-6	3	2-4
21043528	15	HeLa	1	1
21241890	15	LNCaP,MCF-7,GM01525,MEF (C57BL/6),DU145	5	5-9
21726809	15	HEK293T,NIH 3T3,HEK293-F,HEK293-A,MEF (C57BL/6),COS-7,HEK293	7	5-9
21784977	15	RAW 264.7,THP-1,NCTC clone 929,HEK293	4	2-4
21931591	15	HEK293T	1	1
22833565	15	Panc 12.01,HEK293	2	2-4
23222130	15	HeLa,HEK293-FT	2	2-4
23708667	15	2.03.7,RKO,HeLa,HCT 116	4	2-4
23866081	15	NCI-H1299,HeLa,COS-7,NCI-H2122,NCI-H1975,Caco-2,A-549	7	5-9
24722339	15	HeLa,HCT 116,HEK293-FT	3	2-4
25404746	15	HEK293T,BL-21,U2OS,HeLa	4	2-4
25735744	15	BL-21,MCF-7,HeLa,HT-29	4	2-4
26275778	15	HEK293T,BL-21,H9,U2OS,HeLa	5	5-9
26387737	15	HEK293T,IMR-90,U2OS,MEF (C57BL/6),A-549	5	5-9
27237791	15	HeLa SS6,HeLa	2	2-4
27762274	15	U2OS,HeLa,HCT 116,HEK293	4	2-4
27880911	15	MCF-10A,HEK293T,Sf21,MCF-7,MCF-10AT,MDA-MB-231,T-REx-293,MEF (C57BL/6)	8	5-9
11076961	14	HeLa,KG-1	2	2-4
18806873	14	Sf9,U2OS,HeLa,HEK293	4	2-4
19661379	14	Sf9,HEK293T,U2OS,HeLa,NIH 3T3,HEK293	6	5-9
19917253	14	HEK293T,HeLa,HaCaT,ES-E14TG2a,HeLa S3	5	5-9
21857022	14	A-431,MaTi,HEK293T,CHO,HeLa,COS-7,Huh-7	7	5-9
23190606	14	CHO,BL-21,HL-60,HeLa,HEK293	5	5-9
23242214	14	Sf9,HeLa	2	2-4
23319600	14	HEK293T,C2056,U2OS,HeLa	4	2-4
23563140	14	HEK293T,HeLa,Plat-E,C2168,HeLa S3	5	5-9
23972993	14	HEK293T,A3.01,U2OS,HeLa	4	2-4
25686248	14	HEK293T,HeLa,MEF (C57BL/6),P493-6,Neuro-2a,NIH 3T3	6	5-9
25891078	14	MV-522,HEK293T,U-937,HeLa,HCT 116,HT-29	6	5-9
26087183	14	Hep-G2,HEK293T,Hep 3B2.1-7	3	2-4
26153859	14	DD2312,MCF-7,T-47D	3	2-4
26439010	14	HEK293T,HeLa,HeLa M,Schneider 2,KBM-7,HEK293,HeLa S3,HEK293-F	8	5-9
26455799	14	HEK293T	1	1
26522984	14	THP-6,Jurkat,TALH SVE.1,U2OS	4	2-4
27082860	14	HEK293	1	1
27440922	14	H-4,HeLa	2	2-4
27563096	14	MEF (C57BL/6),HEK293	2	2-4
27773672	14	HEK293T,As4.1,hTERT-RPE1,U2OS,HeLa,MEF (C57BL/6)	6	5-9
29263404	14	BL-21,HEK293,HEK293-FT	3	2-4
9472028	13	U-937,HT-1080,HeLa	3	2-4
10747088	13	MDBK,HeLa,NRK,NCI-H1061	4	2-4
14702098	13	HEK,HEK293	2	2-4
16418535	13	A-431,COS-1,HeLa,COS-7	4	2-4
17709345	13	PC2,PC4,HEK293	3	2-4
19478851	13	GripTite 293 MSR,HeLa,HEK293	3	2-4
19570982	13	ARPE-19,HEK293-EBNA,RFL-6	3	2-4
19836239	13	HEK293T,Schneider 2,COS-7	3	2-4
20016603	13	U2OS,HEK293	2	2-4
20123736	13	NIH 3T3,HeLa,HEK293	3	2-4
20543829	13	HEK293T,ES-E14TG2a	2	2-4
20585571	13	MRC-5,UL-1,HEK293T,U2OS,HF-1 [Human follicular lymphoma]	5	5-9
20921139	13	As4.1,HEK293	2	2-4
21135143	13	MRC-5,HEK293T,U2OS	3	2-4
21146485	13	COS-1,HeLa,MCF-7,AD-293	4	2-4
21151955	13	HeLa,Schneider 2,HEK293	3	2-4
21411634	13	HMN-1,HEK293T,ACC-LC-80,PC12,MC-38,HCN-1A,HeLa,N2aSW,HEK293	9	5-9
22094255	13	HCT 116,As4.1,SW480	3	2-4
22190735	13	HEK293T,Rat1,MCF-7,U2OS,HCT 116	5	5-9
22770219	13	T-47D,HEK293T,SK-OV-3,Rat1,HeLa,MEF (C57BL/6),LNCaP,MCF-7,DU145	9	5-9
23708001	13	HeLa,HeLa S3,T406 [Human glioblastoma]	3	2-4
23828041	13	HEK293T,HeLa,HCT 116	3	2-4
24121268	13	A-375,MCF-7,HCT 116	3	2-4
24337580	13	SA,HEK293T,GM02063,As4.1,NIH 3T3,HeLa,HEK293-EBNA	7	5-9
24438103	13	Sf21,BL-21	2	2-4
25669885	13	FRTL,BL-21,Sf9,HeLa	4	2-4
25789606	13	BTI-Tn-5B1-4,HEK293T,BL-21,U2OS	4	2-4
26091039	13	Hep-G2,HEK293T,C212,U2OS,DD1906,MDA-MB-231	6	5-9
26355680	13	HEK293T,TT2,AND-1,HeLa,MEF (C57BL/6),HEK293,SH-SY5Y	7	5-9
26476452	13	HEK,HEK293T	2	2-4
26545777	13	CODI,T.T,U2OS,HeLa	4	2-4
27626314	13	22Rv1,HEK293T,BL-21,HeLa,HEK293	5	5-9
28446751	13	BL-21,U2OS,HeLa	3	2-4
28805820	13	HEK293T,4C2.4A7.5H11,LNCaP,HEK293-FT,22Rv1,HeLa,MEF (C57BL/6),HEK293	8	5-9
29789392	13	WAe009-A-1,HCC1937,PC-3H,MDA-MB-436,HEK293T,U2OS,LNCaP,HCC1937 BL,HEK293,CCCL-6,HeLa S3	11	10+
18286207	12	HeLa,PC12	2	2-4
18614045	12	HEK293T,U2OS,HeLa	3	2-4
18942891	12	CHO,HEK293-FT,HEK,HeLa,WM3456	5	5-9
19270065	12	Sf9,HEK293T,U2OS,HeLa,MEF (C57BL/6)	5	5-9
19303849	12	HEK293-FT,HEK293-F,Hep-G2	3	2-4
19656241	12	HEK293T,HUVEC-C,HEK293	3	2-4
20130577	12	HEK293T,H9	2	2-4
20856200	12	HT-1080,SK-LMS-1,MCF-7,HEK293,MDA-MB-231	5	5-9
21532592	12	BTI-Tn-5B1-4	1	1
21981924	12	HEK293T,NIH 3T3,HeLa,MEF (C57BL/6),HEK293	5	5-9
22190034	12	BL-21,HeLa,Jurkat,HEK293	4	2-4
22222486	12	Sf9,HeLa,NIH 3T3,HEK293	4	2-4
22371557	12	HeLa,HeLa S3	2	2-4
23007648	12	BL-21,Sf9,HeLa	3	2-4
23333304	12	HEK293T,Jurkat,Don/a3,HEK293,BL-12	5	5-9
23540691	12	Raji,HEK293T,NIH 3T3,MEF (C57BL/6),Aska-SS	5	5-9
23874206	12	A7d,HFF-1,BCBL-1,HEK293	4	2-4
23885119	12	HMN-1,BL-21,HeLa,HEK293,SH-SY5Y	5	5-9
23954414	12	HeLa,MEF (C57BL/6),Neuro-2a,HEK293,SH-SY5Y	5	5-9
24069330	12	HEK,Neuro-2a,HEK293	3	2-4
24089205	12	JHU-019,HEK293T,U2OS,MEF (C57BL/6),MCF-7,hTERT-RPE1	6	5-9
24244371	12	CMT-1,HEK293T,HeLa,HEK293	4	2-4
24275654	12	BL-21,HEK293-FT,MEF (C57BL/6),HEK293,SH-SY5Y	5	5-9
24326307	12	HeLa,DD2566	2	2-4
24785407	12	U2OS,MEF (C57BL/6),HEK293	3	2-4
24807418	12	JON,HEK293T,U-937,CHO,GM10664	5	5-9
24882209	12	BL-21,U2OS,HeLa	3	2-4
24905733	12	8A2N,COS-7	2	2-4
25457611	12	HeLa	1	1
25505247	12	K-562,Sf21,BL-21	3	2-4
25533185	12	HEK293T,U2OS,HeLa,hTERT-RPE1	4	2-4
25538220	12	U2OS,MEF (C57BL/6),KBM-7,HEK293-EBNA,HEK293	5	5-9
26180087	12	HeLa,Beta-TC-3,R-3327-AT-3	3	2-4
26492563	12	HMN-1,HEK293T,Jurkat	3	2-4
26517842	12	MDA-MB-231,HEK293	2	2-4
26751287	12	HEK293T,U-937,MDA-MB-468,M299,MDA-MB-231	5	5-9
27135603	12	PC 61-5-3,HEK293T,Jurkat,Plat-E,F12	5	5-9
27552911	12	BE26,BJAB,HEK293T,HeLa,Neuro-2a,HEK293	6	5-9
27764233	12	A7d,HFF-1,MDCK,BCBL-1,HUVEC-C,Caco-2	6	5-9
28079882	12	NCI-H1437,NCI-H1299,HEK293T,NCI-H1703,NCI-H460,HeLa,HEK293,A-549	8	5-9
28086240	12	COS-1	1	1
28416489	12	MCF-7,HeLa S3	2	2-4
28625565	12	HEK293T,LAPC-3,hTERT-RPE1,MEF (C57BL/6),HEK293	5	5-9
28900035	12	SGC-7901,CHO-A7,BxPC-3,HEK293T,BV-2	5	5-9
29084252	12	HEK293T,HeLa,HEK293	3	2-4
29125880	12	HEK293T,THP-1,U-937,HeLa,MEF (C57BL/6)	5	5-9
29146913	12	HEK293T,MEF (C57BL/6),NCI-H23,SCC-12V,HEK293,A-549	6	5-9
2745554	11	F9	1	1
10601346	11	Sf9,MDCK	2	2-4
11285285	11	BE26,C212,HeLa	3	2-4
11739402	11	BL-21,HeLa	2	2-4
12615911	11	NIH 3T3,EC9706 clone EC2,A-549	3	2-4
17205132	11	AS-D-653-TC,T98G,U2OS,HeLa,HCT 116,T98,NIH 3T3,HEK293,SK-UT-1,SW480	10	10+
18691967	11	BG1,HeLa,COS-7,HEK293	4	2-4
18694559	11	HEK293T,T98,hTERT-RPE1,NIH 3T3,T98G,U2OS	6	5-9
19446321	11	HEK293T,XG-7,HeLa,MEF (C57BL/6),MM-AN,HEK293-EBNA,U266B1,OCI-My5,HT-29	9	5-9
19675569	11	HEK293T,HeLa,HEK293	3	2-4
19818711	11	Jurkat,Sf9,HeLa	3	2-4
19847302	11	HeLa	1	1
20195544	11	FW3-47,C2C12,HeLa,MEF (C57BL/6),PC4,HEK293,HeLa S3	7	5-9
20404110	11	BL-21,HeLa	2	2-4
20541997	11	MRC-5,HEK293T,BL-21,HEK293	4	2-4
20638939	11	NCI-H1299,HEK293,SH-SY5Y	3	2-4
20676083	11	HT-1080	1	1
21481793	11	MDCK,90-8,HEK293,RT4-67	4	2-4
21679440	11	HEK293T,A2780,HeLa S3,MDA-MB-231	4	2-4
21700221	11	HEK293T,HeLa	2	2-4
21723284	11	Raji,M2-10B4,HL-60,HEK293T,U2OS,HeLa,MCF-7,MFC,COS-7	9	5-9
21983832	11	HEK293T,THP-1,HEK	3	2-4
22158041	11	HEK,HEK293T,CHO,U2OS,MEF (C57BL/6)	5	5-9
22266653	11	Schneider 1	1	1
22315970	11	HMN-1,MDA-MB-435,MDA-MB-436,HEK293T,MCF-7,MDA-MB-231,HeLa	7	5-9
22402981	11	HIEC-6	1	1
22578841	11	MRC-5,HEK293T,T-REx-293,HeLa	4	2-4
22585859	11	U-87MG ATCC,HEK293T,LN-443,Jurkat,U-343MG,U-118MG	6	5-9
22767593	11	BTI-Tn-5B1-4,HEK293T,BL-21,HEK293-F,HEK293	5	5-9
22989952	11	NCI-H1299,HEK293T,T.T,HeLa,MEF (C57BL/6),F9	6	5-9
23075851	11	HEK293T,BL-21,H9,HeLa	4	2-4
23604317	11	293GP,HEK293T,U2OS,HeLa,hTERT-RPE1,NIH 3T3,HEK293	7	5-9
23851495	11	NCI-H1299,HEK293T,HOP-62,HEK293,A-549	5	5-9
23991099	11	HMN-1,HEK293T,MCF-7,COS-7,RCC4,Hep 3B2.1-7,MDA-MB-231	7	5-9
24051437	11	MCF-10A,HeLa,MCF-7,COS-7,MDA-MB-231	5	5-9
24141787	11	HEK293T,NCI-H1341,U2OS,HeLa,HeLa S3	5	5-9
24192928	11	MDA-1386,NIH 3T3,HeLa,MDA-686,MDA-1483,MDA-1186,SCC-15,HEK293	8	5-9
24424410	11	HEK293T,COS-7,HEK293	3	2-4
24819384	11	HeLa,SH-SY5Y,H4-II-E	3	2-4
25284480	11	Ba/F3,HMN-1,COG-N-299,HEC-265,HEC-108,SK-UT-1	6	5-9
25445562	11	BL-21,MCF-7,HeLa	3	2-4
25533843	11	NIH 3T3,U2OS,HeLa,CP-B	4	2-4
26215701	11	HEK293T,HeLa,MEF (C57BL/6)	3	2-4
26774286	11	MRC-5,MIA PaCa-2,Sf9,CHO,MEF (C57BL/6),HCT 116,PANC-1,XR-1	8	5-9
26972053	11	IHH,HEK293T,HEC-59	3	2-4
27203177	11	A-375,HEK293T,HeLa,MEF (C57BL/6)	4	2-4
27621083	11	HEK293T,U2OS,NIH 3T3	3	2-4
28024152	11	THP-1,HEK293,BM	3	2-4
28162770	11	MC116,OCI-AML-5,HEL,HEK293T,GM02606,Jurkat,Ba/F3,THP-1,EoL-1,SHI-1,U-937	11	10+
28763789	11	HEK293T,RAW 264.7,NIH 3T3,BJ1-hTERT,MEF (C57BL/6)	5	5-9
29142217	11	mHypoE-N1,HMEC-1,HEK293T,MCF-7,HEK293,MDA-MB-361,MDA-MB-231	7	5-9
29180628	11	MCF-10A,BL-21,SK-BR-3,MCF-7,PC12,MDA-MB-231,T-47D,MEF (C57BL/6)	8	5-9
29774127	11	THP-1,HEK293T,HeLa	3	2-4
30082873	11	NIH 3T3,Ho,HEK293-EBNA,HEK293	4	2-4
10085298	10	COS-1,NIH 3T3,BHK-21	3	2-4
10330411	10	U-937,3T3-Swiss albino,COS-7,PC12,NIH 3T3,SH-SY5Y,CHO-K1	7	5-9
10601333	10	HeLa,NIH 3T3,HeLa S3	3	2-4
11149922	10	BL-21,HeLa	2	2-4
11807090	10	Sf9,HEK293T	2	2-4
11839770	10	CHO,HeLa,NRK,HeLa S3	4	2-4
12597860	10	HEK,COS-7	2	2-4
12707304	10	COS-1,HEK293T,BL-6,HaCaT,MCF-7,HaCa-4,MCF-7/AZ	7	5-9
16759355	10	HEK293T,HeLa	2	2-4
18385154	10	CHO,HeLa,CHO-9,ES-E14TG2a,HEK293	5	5-9
18570873	10	TRI102,TRI103	2	2-4
18794151	10	U2OS,HeLa,HEK293	3	2-4
18997788	10	BL-21,Sf9,HeLa	3	2-4
19026781	10	HEK293T,Jurkat,NIH 3T3,HEK293-F,Sf9,T-REx-293,U2OS,HeLa,F9,HEK293	10	10+
19179534	10	U1/HIV-1,HeLa,HTC	3	2-4
19363480	10	Sf9	1	1
19483727	10	HEK293T,HeLa,HCT 116	3	2-4
19596236	10	MRC-5,HEK,HeLa,ES-E14TG2a,HEK293,HEK293-F	6	5-9
19622774	10	LNCaP,SW620,116	3	2-4
19683501	10	HEK293T,Sf9,U2OS,HeLa	4	2-4
19686092	10	A-431,HeLa,HEK293	3	2-4
20383333	10	Rat1,HeLa,MCF-7,Rat1A,PC12,NIH 3T3,HEK293,EC9706 clone EC2	8	5-9
20434986	10	HEK293T,D264,RAW 264.7,MEF (C57BL/6),HEK293,A-549	6	5-9
20562857	10	T-REx-293,HeLa,HEK293	3	2-4
20890303	10	MCF-10A,Sf9,HeLa,MCF-7,MCF-10AT,MDA-MB-231	6	5-9
20972456	10	HMN-1,NCI-H1299,HEK293T,BL-21,U2OS,HeLa,MEF (C57BL/6),MCF-7	8	5-9
21131964	10	Sf9	1	1
21217774	10	MCF-7,T-47D,C2C12	3	2-4
21577200	10	HG-261,Sf9,HEK293T,BL-21,HeLa,MCF-7,MDA-MB-231	7	5-9
21596310	10	Sf9,K-562,HEK293T,HeLa,MCF-7,NTERA-2,HEK293,HEK293-F	8	5-9
22179575	10	HEK293T,MCF-7,HeLa	3	2-4
22327296	10	HEK293T,BL-21,MEF (C57BL/6)	3	2-4
22641346	10	HEK293T,U2OS,HeLa,MEF (C57BL/6)	4	2-4
23144738	10	HEK293T,PC12,HeLa	3	2-4
23319141	10	hIL-15-M112,HeLa,NIH 3T3,HeLa S3	4	2-4
23382044	10	HEK293T,MEF (C57BL/6),NCI-H2228,HEK293	4	2-4
23585894	10	EJ,U2OS,HeLa,HeLa S3	4	2-4
23972990	10	BE26,U-87MG ATCC,A-431,LN-229,MDA-MB-468,U1/HIV-1,U-251MG	7	5-9
24050775	10	GM00216,HEK293T,CHO,HEK293	4	2-4
24145035	10	HEK293T,HeLa,HCT 116	3	2-4
24360279	10	HEK293T,HeLa,HEK293	3	2-4
24651726	10	HeLa	1	1
24763515	10	HEK293T,BL-21,MDA-N,HeLa,HCT 116,R-3327-H,HEK293,BHK-21	8	5-9
25009770	10	BL-21,NCI-H292,U-937,HEK293	4	2-4
25417162	10	Sf9,MEF (C57BL/6),HEK293-F	3	2-4
25470060	10	CCE,HeLa,HEK293	3	2-4
25982117	10	HEK293T,MEF (C57BL/6),HEK293	3	2-4
26121674	10	HMN-1,BJAB,K-562,Si-1,HEK293T,HFF-1,THP-1,HCC1937,A7d,HEK293,HCC-2	11	10+
26948053	10	mHypoE-N1,A-431,HEK293,HEK293-FT,A-549	5	5-9
27591266	10	BEAS-2B,U2OS,HeLa,NIH 3T3,HEK293,NCI-H358	6	5-9
27903893	10	MRC-5,SK-MEL-10,HEK293T,LNCaP,22Rv1,PC-346,COS-7	7	5-9
28067227	10	T-47D,HEK293T,BT-549,ND03663,T-47,MCF-7,MDA-MB-231	7	5-9
28196907	10	mHypoE-N1,HEK293T,MCF-7,T-47D,HEK,U2OS,MEF (C57BL/6),HCT 116,HEK293,A-549	10	10+
28420882	10	HEK293-FT,MDA-MB-231,MC-TGS17-51	3	2-4
28712572	10	CLXXVI-3C11-F14,hTERT-RPE1,HEK293-A,U2OS,HEK293	5	5-9
28757353	10	HCT 15,SK-OV-3,PAE-iPS-4,HCT 116,HEK293	5	5-9
28775317	10	Hep-G2,HEK293T,SK-RC-10,HeLa,HCT 116,L-1 [Human ovarian carcinoma],A-498	7	5-9
29142209	10	Sf9,HEK293T,U2OS,TE-10,MEF (C57BL/6),WM793,UM-SCC-74A,SCC-9,NIH 3T3	9	5-9
29489750	10	H9	1	1
29955050	10	HEK293T,MEF (C57BL/6),HEK293	3	2-4
29958295	10	Raji,T-REx-293,SJSA-1,U2OS,HeLa,MEF (C57BL/6),RAW 264.7,Jurkat,HEK293,HEK293-FT	10	10+
29973720	10	BTI-Tn-5B1-4,CMT-2	2	2-4
29985131	10	MIA PaCa-2,EJ,HEK293T,U2OS,HeLa	5	5-9
10871282	9	HFF-1,MDCK,PC12,NIH 3T3,HEK293	5	5-9
10931856	9	HeLa	1	1
16087734	9	U2OS,Hep 3B2.1-7	2	2-4
16820529	9	HEK293T,IMR-90,MCF-7,HeLa,COS-7,HEK293	6	5-9
17607528	9	PC12	1	1
17938407	9	HeLa	1	1
18662541	9	HEK293T,293GP,T98G,U2OS,HeLa	5	5-9
19407811	9	HeLa B,HEK293T,HeLa	3	2-4
19684601	9	HEK293T	1	1
19910486	9	NCI-H1299,HEK293T,HeLa,HEK293	4	2-4
19966799	9	Hep-G2,HeLa	2	2-4
20188637	9	HCT 15,HEK293T,CHO,LoVo,HeLa,HeLa S3	6	5-9
20388487	9	NCI-H292	1	1
20832730	9	HEK293T,HeLa,MEF (C57BL/6)	3	2-4
20932476	9	HeLa,MEF (C57BL/6),HEK293	3	2-4
21048991	9	HeLa,HEK293	2	2-4
21072240	9	NCI-H1299,U2OS,HeLa,MCF-7,HCT 116,HEK293,HEK293-FT	7	5-9
21107423	9	HeLa	1	1
21249194	9	T-REx-293,HeLa,HCT 116,HEK293	4	2-4
21358815	9	H-4	1	1
21383955	9	HG-261,K-562,HEp-2,HeLa	4	2-4
21386990	9	HEK293T,NIH 3T3,A-498	3	2-4
21706008	9	HCT 15,U2OS,MEF (C57BL/6),HCT 116	4	2-4
21737330	9	NCTC clone 929,HeLa,HaCaT,HaCa-4,Jurkat	5	5-9
21750715	9	BL-6,Plat-E,MEF (C57BL/6),COS-7	4	2-4
21782231	9	HEK293T,BL-21,MEF (C57BL/6)	3	2-4
21829704	9	NIH 3T3,293/hMD2-CD14,HEK293,Huh-7	4	2-4
